slug,name,side,effect_raw
safeguard-amulet,Safeguard Amulet,front,"Banish Safeguard Amulet: If your champion would take non-combat damage this turn, prevent 4 of that damage."
forged-scalemail,Forged Scalemail,front,"Unit Link (This object enters the field linked to target unit. If the link is broken, sacrifice this object.)
If damage would be dealt to linked unit, you may banish Forged Scalemail. If you do, prevent 2 of that damage and draw a card."
companion-fatestone,Companion Fatestone,front,"On Enter: Put a buff counter on Companion Fatestone or a Fatebound ally you control.

Whenever a Fatebound ally you control dies, you may transform Companion Fatestone."
fatebound-caracal,Fatebound Caracal,back,"Intercept (Whenever your champion is attacked while this ally is awake, you may redirect that attack to this ally.)

Retort 2 (As long as this ally is retaliating, it gets +2 POWER.)"
baby-gray-slime,Baby Gray Slime,front,"Intercept

On Enter: You may reveal two Slime cards from your hand and/or memory. If you do, draw a card."
blastshot-pump,Blastshot Pump,front,"(Gun — Must be loaded to use for an attack and can't be used with an attack card.)

[Class Bonus] If combat damage would be dealt to a unit by an attack using Blastshot Pump, that damage is dealt to that unit and an additional unit you don't control instead."
condemned-trinket,Condemned Trinket,front,"(3), Banish Condemned Trinket: Banish a card from your graveyard and put an omen counter on it."
leporine-masque,Leporine Masque,front,"(6), Banish Leoprine Masque: Draw a card into your memory. This ability costs (X) less to activate, where X is the amount of omens you have. (An omen is a card in a banishment with an omen counter on it.)"
firetongue,Firetongue,front,"[Class Bonus] On Attack: You may banish a fire element card from your graveyard. If you do, put a durability counter on Firetongue."
prototype-shield,Prototype Shield,front,"Unit Link (This object enters the field linked to target unit. If the link is broken, sacrifice this object.)

[Class Bonus] If damage would be dealt to linked unit while it’s attacking, prevent 3 of that damage. (This also prevents damage that would be dealt by a retaliating defender.)"
tonoris-creations-will,"Tonoris, Creation's Will",front,"Tonoris Lineage

If you would summon one or more tokens, you may summon that many Aurousteel Greatsword tokens instead.

Token weapons you control have ""Sacrifice this object: Target weapon gets +X POWER until end of turn where X is this object's power."""
zander-always-watching,"Zander, Always Watching",front,"Zander Lineage (Zander, Always Watching must be leveled from a previous level ""Zander"" champion.)

Inherited Effect: As long as Zander is attacking a rested unit, Zander's attacks get +1 POWER. (Your champion has this ability as long as this card is part of its lineage.)"
nagas-fang,Naga's Fang,front,Remove a preparation counter from your champion: Naga's Fang gets +1 POWER until end of turn.
shard-of-empowerment,Shard of Empowerment,front,Banish Shard of Empowerment: Empower 2. (The next Spell card you activate this turn activates and resolves as if your champion got +2 level.)
bulwark-sword,Bulwark Sword,front,"[Class Bonus] Bulwark Sword gets +1 POWER. (Apply this effect only if your champion's class matches this card's class.)

As an additional cost to use this weapon for an attack, pay (2)."
endura-scepter-of-ignition,"Endura, Scepter of Ignition",front,"REST, Remove an enlighten counter from your champion: Deal 1 damage to target unit. Activate this ability only at slow speed."
memento-pocketwatch,Memento Pocketwatch,front,"[Alice Bonus] This card costs 1 less to materialize.

[Ciel Bonus] This card costs 1 less to materialize.

On Charge 3: Banish Memento Pocketwatch and draw a card. The next attack you declare with a unit this turn gets +3POWER. (At the beginning of your recollection phase, put a charge counter on each object you control with an untriggered on charge ability. Trigger this ability the first time three charge counters are on it.)"
steel-slug,Steel Slug,front,"Renewable (If this card would be banished from the field or an intent, put it into its owner’s material deck instead.)

REST: Load Steel Slug into target unloaded Gun weapon you control. (As a weapon is used for an attack, all of its loaded cards are put into the attacker’s intent.)"
ghostsight-glass,Ghostsight Glass,front,"(3), REST: Target unit gains true sight until end of turn. Activate this ability only at slow speed. (Units with true sight can attack units with stealth.)"
varuckan-soulknife,Varuckan Soulknife,front,"[Class Bonus] [Element Bonus] You may banish three fire element cards from your graveyard to activate this card from your material deck.

[Class Bonus] On Kill: Put a card named Varuckan Soulknife from your banishment into your material deck."
craggy-fatestone,Craggy Fatestone,front,"Whenever an opponent materializes a card with memory cost 0, put a buff counter on Craggy Fatestone.

[Guo Jia Bonus] REST: Transform Craggy Fatestone. Activate this ability only if there are two or more buff counters on Craggy Fatestone."
obstinate-cragback,Obstinate Cragback,back,"Spellshroud (Units with spellshroud can’t be targeted by Spells.)

Your opponents can't materialize cards with memory cost 0."
huaji-of-heavens-rise,Huaji of Heaven's Rise,front,"[Class Bonus] Unique Warrior allies you control can attack using this weapon.

[Class Bonus] At the beginning of your end phase, if your champion is exia element, you may pay (3). If you do, transform Huaji of Heaven's Rise."
huaji-of-abyssal-fall,Huaji of Abyssal Fall,back,"[Class Bonus] Unique Warrior allies you control can attack using this weapon.

On Attack: You may have Huaji of Abyssal Fall deal 10 unpreventable damage to the attacker. If you do, this attack gets +3 POWER."
tonoris-genesis-aegis,"Tonoris, Genesis Aegis",front,"Tonoris Lineage

At the beginning of your recollection phase, choose one that hasn’t been chosen— 
• Summon an Obelisk of Armaments token.
• Summon an Obelisk of Fabrication token.
• Summon an Obelisk of Protection token."
zander-corhazis-chosen,"Zander, Corhazi's Chosen",front,"Zander Lineage (Zander, Corhazi's Chosen must be leveled from a previous level ""Zander"" champion.)

On Enter: Zander gains stealth and spellshroud until the beginning of your next turn. Put a preparation counter on Zander. (Units with spellshroud can't be targeted by Spells.)"
necklace-of-foresight,Necklace of Foresight,front,"[Class Bonus] This card costs 1 less to materialize.

Banish Necklace of Foresight: Glimpse 4. (To glimpse, look at that many cards from the top of your deck. Put those cards back on the top or on the bottom of your deck in any order.)"
ninja-tabi,Ninja Tabi,front,Banish Ninja Tabi: You gain agility 3 for this turn. Activate this ability only at slow speed. (Agility 3 — Return three cards from your memory to your hand at the beginning of the end phase.)
slate-whetstone,Slate Whetstone,front,Banish Slate Whetstone: Up to one target Polearm weapon you control gets +1 POWER until end of turn. Draw a card.
charged-manaplate,Charged Manaplate,front,[Class Bonus] Banish Charged Manaplate: Draw a card. Activate this ability only if your champion has taken 4 or more damage this turn. (Activate this ability only if your champion's class matches this card's class.)
expel-the-departed,Expel the Departed,front,"[Level 2+] This card costs 1 less to activate. (Apply this effect only if your champion is level 2 or higher.)

Destroy up to one target phantasia. If you control two or more Fatestone and/or Fatebound objects, draw a card."
nullifying-mirror,Nullifying Mirror,front,"REST: Until end of turn, cards in target opponent’s memory are norm element. (They are not any other element.)"
manxome-armoire,Manxome Armoire,front,"[Ciel Bonus] Banish Manxome Armoire: Return one of your omens to your hand. If you do, banish a card from your hand and put an omen counter on it. (An omen is a card in a banishment with an omen counter on it.)"
worn-diary,Worn Diary,front,"REST: Put a page counter on Worn Diary for each card in your memory.

REST, Banish Worn Diary: Draw a card. Activate this ability only if there are ten or more page counters on Worn Diary."
incapacitate,Incapacitate,front,"[Class Bonus] This card costs 2 less to activate. (Apply this effect only if your champion's class matches this card's class.)

Negate target action card activation."
arondight-azure-blade,"Arondight, Azure Blade",front,"[Class Bonus] On Enter: You may banish any amount of cards with floating memory from your graveyard. For each card banished this way, put a refinement counter on Arondight. 

Arondight gets +2 POWER for each refinement counter on it."
imperial-seal,Imperial Seal,front,"Divine Relic (You can only have one card with this keyword in your material deck.)

Banish Imperial Seal: All basic elements are enabled for you until end of turn. (Fire, water, and wind are basic elements.)"
gwendolyn-spirit-of-wind,"Gwendolyn, Spirit of Wind",front,On Enter: Draw seven cards.
allen-beast-beckoner,"Allen, Beast Beckoner",front,"On Enter: Glimpse 3, then reveal the top card of your deck. If that card is a Harmony or Melody card, put it into your hand.

As long as you control two or more Animal and/or Beast allies, Allen gets +2 level."
intricate-longbow,Intricate Longbow,front,"(Bow — Must be loaded to use for an attack and can't be used with an attack card.)

[Class Bonus] [Level 2+] Intricate Longbow gets +1 POWER. (Apply this effect only if your champion's class matches this card's class and only if your champion is level 2 or higher.)"
oathbreakers-justice,Oathbreaker's Justice,front,"As an additional cost to use this weapon for an attack, pay (3)."
protective-helm,Protective Helm,front,"Unit Link (This object enters the field linked to target unit. If the link is broken, sacrifice this object.)
If damage would be dealt to linked unit from a distant source, prevent 1 of that damage."
